code,sum1,system1,sum2,system2
390#3#0,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Wednesday at the Staples Center in LA . The Raptors got off to a quick start in this one , out - scoring the Clippers 33 - 23 in the first quarter and never looked back . The Raptors were the superior shooters in this game , going 37 percent from the field and 24 percent from the three - point line , while the Clippers went 39 percent from the floor and just 22 percent from beyond the arc . The Raptors were led by DeMar DeRozan , who finished with 21 points ( 4 - 16 FG , 0 - 2 3Pt , 13 - 14 FT ) , six rebounds and three blocked shots . He 's now averaging 14 points and 5 rebounds on the year . J.J. Redick had 17 points ( 5 - 13 FG , 3 - 6 3Pt , 4 - 5 FT ) , four rebounds and two blocked shots in 29 minutes . The Raptors ' next game will be at home against the Los Angeles Lakers on Friday , while the Clippers will be at home against the Los Angeles Clippers on Friday . The Raptors will be at home against the Portland Trail Blazers on Friday , while the Clippers will travel to Los Angeles to square off against the Lakers on Friday in the second half of a back - to - back , as their next game will be on the road against the Dallas Mavericks on Wednesday .",sys3,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Sunday . Throughout a difficult start to the season that has included multi - game injuries to starters Chris Paul and J. J. Redick , the Clippers have been able to lean on Blake Griffin as a dependable source of outstanding production . Sunday , even Griffin succumbed to the malaise that currently seems to surround Los Angeles , mustering a season - low nine points , along with six rebounds , four assists and a pair of steals . He also turned the ball over a season - high six times in a forgettable performance versus a Raptors defense that had been vulernable to opposing power forwards coming into the game . Toronto enjoyed impressive contributions from every starter , with DeMarre Carroll and DeMar DeRozan leading the way with a pair of 21 - point efforts . Kyle Lowry pitched in with his second double - double of the season ( 13 points , 10 assists ) , while veteran power forward Luis Scola continued a resurgent age - 35 season with 20 points and eight rebounds . It was the second outing with 20 or more points for Scola in his last three contests . Meanwhile , Bismack Biyombo posted six points and a season - best 14 rebounds in a season - high 31 minutes of playing time . Toronto improved to 9 - 6 and remains in first place in the Eastern Conference 's Atlantic Division . They head home for a date with the Cavaliers on Wednesday . The Clippers received rather pedestrian offensive efforts from other starters besides Griffin as well . Redick managed a team - high 17 points in his second game back from a back injury , while Paul and DeAndre Jordan pitched in with solid but relatively modest double - double performances . Paul poured in 13 points and dished out 11 assists , while Jordan posted 13 points and hauled in 15 boards . Paul Pierce received a start at small forward but could only muster a paltry two points and one rebound in 19 minutes on the floor . Jamal Crawford and Wesley Johnson paced the Clippers ' bench with a pair of eight - point efforts . Los Angeles dropped to 6 - 7 and reside in third place in the Western Conference 's Pacific Division . They head to Denver for a showdown with the Nuggets on Tuesday .",sys0
390#4#0,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Friday . DeMar DeRozan was just 4 - of - 16 from the floor and 0 - of - 2 from three - point range . Kyle Lowry was limited to just 13 points on 2 - of - 11 shooting from the field and 8 - of - 8 from the free - throw line . Luis Scola was the only other starter with more than 10 points , as he finished with 20 points on 8 - of - 16 shooting and eight rebounds in 31 minutes . The Raptors shot just 37 percent from the field and 24 percent from three - point range . Los Angeles ( 6 - 7 ) has now won four of their last five games . J. J. Redick was the high - point man with 17 , in 29 minutes . DeAndre Jordan had a double - double with 13 points and 15 rebounds , along with one assist , five blocks and one steal , in 39 minutes . The Clippers will look to bounce back when they visit the Los Angeles Lakers ( 1 - 8 ) on Monday .",sys4,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Sunday . Throughout a difficult start to the season that has included multi - game injuries to starters Chris Paul and J. J. Redick , the Clippers have been able to lean on Blake Griffin as a dependable source of outstanding production . Sunday , even Griffin succumbed to the malaise that currently seems to surround Los Angeles , mustering a season - low nine points , along with six rebounds , four assists and a pair of steals . He also turned the ball over a season - high six times in a forgettable performance versus a Raptors defense that had been vulernable to opposing power forwards coming into the game . Toronto enjoyed impressive contributions from every starter , with DeMarre Carroll and DeMar DeRozan leading the way with a pair of 21 - point efforts . Kyle Lowry pitched in with his second double - double of the season ( 13 points , 10 assists ) , while veteran power forward Luis Scola continued a resurgent age - 35 season with 20 points and eight rebounds . It was the second outing with 20 or more points for Scola in his last three contests . Meanwhile , Bismack Biyombo posted six points and a season - best 14 rebounds in a season - high 31 minutes of playing time . Toronto improved to 9 - 6 and remains in first place in the Eastern Conference 's Atlantic Division . They head home for a date with the Cavaliers on Wednesday . The Clippers received rather pedestrian offensive efforts from other starters besides Griffin as well . Redick managed a team - high 17 points in his second game back from a back injury , while Paul and DeAndre Jordan pitched in with solid but relatively modest double - double performances . Paul poured in 13 points and dished out 11 assists , while Jordan posted 13 points and hauled in 15 boards . Paul Pierce received a start at small forward but could only muster a paltry two points and one rebound in 19 minutes on the floor . Jamal Crawford and Wesley Johnson paced the Clippers ' bench with a pair of eight - point efforts . Los Angeles dropped to 6 - 7 and reside in third place in the Western Conference 's Pacific Division . They head to Denver for a showdown with the Nuggets on Tuesday .",sys0
390#1#2,"The Toronto Raptors ( 9 - 6 ) defeated the LA Clippers ( 6 - 7 ) 91 - 80 . DeMarre Carroll scored 21 points ( 8 - 13 FG , 2 - 3 3PT , 3 - 4 FT ) to go with 5 rebounds . DeMar DeRozan scored 21 points ( 4 - 16 FG , 0 - 2 3PT , 13 - 14 FT ) to go with 6 rebounds . Luis Scola scored 20 points ( 8 - 16 FG , 1 - 3 3PT , 3 - 3 FT ) to go with 8 rebounds . JJ Redick scored 17 points ( 5 - 13 FG , 3 - 6 3PT , 4 - 5 FT ) to go with 4 rebounds . Kyle Lowry scored 13 points ( 2 - 11 FG , 1 - 4 3PT , 8 - 8 FT ) to go with 3 rebounds . DeAndre Jordan scored 13 points ( 6 - 9 FG , 0 - 0 3PT , 1 - 4 FT ) to go with 15 rebounds . The Toronto Raptors ' next game will be at home against the Dallas Mavericks, while the LA Clippers will travel to play the Bulls .",sys1,"The Los Angeles Clippers ( 6 - 7 ) defeated the Toronto Raptors ( 9 - 6 ) 91 - 91 on Monday at the Staples Center in Los Angeles . The Raptors got off to a quick start in this one , out - scoring the Raptors 33 - 23 right away in the first quarter . The Clippers were the superior shooters in this one , going 37 percent from the field and 22 percent from the three - point line , while the Clippers went 39 percent from the floor and 24 percent from deep . The Raptors also secured a 46 - 46 rebounding advantage . The Raptors were led by the duo of DeMar DeRozan and DeMar DeRozan . Lowry went 5 - for - 11 from the field and 1 - for - 4 from the three - point line to score 21 points , while also adding 10 assists and three steals . He 's had a nice two - game stretch , combining for 36 points and 11 assists over that span . The only other starter to reach double figures in points was Luis Scola , who came off the bench for 20 points ( 8 - 16 FG , 1 - 3 3Pt , 6 - 7 FT ) and eight rebounds in 31 minutes . It was his second double - double in a row , a stretch where he 's averaging 19 points and 10 rebounds . The Clippers also received a nice contribution from their bench , with both Josh Smith and Jamal Crawford reaching double figures in points . Smith finished with 13 points ( 6 - 9 FG , 1 - 3 3Pt ) and 15 rebounds , while Paul Pierce added eight points ( 3 - 6 FG , 2 - 5 3Pt ) and two blocked shots . The Clippers ' next game will be on the road against the Detroit Pistons on Friday , while the Raptors will travel to Los Angeles to play the Clippers on Wednesday .",sys2
390#3#1,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Wednesday at the Staples Center in LA . The Raptors got off to a quick start in this one , out - scoring the Clippers 33 - 23 in the first quarter and never looked back . The Raptors were the superior shooters in this game , going 37 percent from the field and 24 percent from the three - point line , while the Clippers went 39 percent from the floor and just 22 percent from beyond the arc . The Raptors were led by DeMar DeRozan , who finished with 21 points ( 4 - 16 FG , 0 - 2 3Pt , 13 - 14 FT ) , six rebounds and three blocked shots . He 's now averaging 14 points and 5 rebounds on the year . J.J. Redick had 17 points ( 5 - 13 FG , 3 - 6 3Pt , 4 - 5 FT ) , four rebounds and two blocked shots in 29 minutes . The Raptors ' next game will be at home against the Los Angeles Lakers on Friday , while the Clippers will be at home against the Los Angeles Clippers on Friday . The Raptors will be at home against the Portland Trail Blazers on Friday , while the Clippers will travel to Los Angeles to square off against the Lakers on Friday in the second half of a back - to - back , as their next game will be on the road against the Dallas Mavericks on Wednesday .",sys3,"The Toronto Raptors ( 9 - 6 ) defeated the LA Clippers ( 6 - 7 ) 91 - 80 . DeMarre Carroll scored 21 points ( 8 - 13 FG , 2 - 3 3PT , 3 - 4 FT ) to go with 5 rebounds . DeMar DeRozan scored 21 points ( 4 - 16 FG , 0 - 2 3PT , 13 - 14 FT ) to go with 6 rebounds . Luis Scola scored 20 points ( 8 - 16 FG , 1 - 3 3PT , 3 - 3 FT ) to go with 8 rebounds . JJ Redick scored 17 points ( 5 - 13 FG , 3 - 6 3PT , 4 - 5 FT ) to go with 4 rebounds . Kyle Lowry scored 13 points ( 2 - 11 FG , 1 - 4 3PT , 8 - 8 FT ) to go with 3 rebounds . DeAndre Jordan scored 13 points ( 6 - 9 FG , 0 - 0 3PT , 1 - 4 FT ) to go with 15 rebounds . The Toronto Raptors ' next game will be at home against the Dallas Mavericks, while the LA Clippers will travel to play the Bulls .",sys1
390#4#1,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Friday . DeMar DeRozan was just 4 - of - 16 from the floor and 0 - of - 2 from three - point range . Kyle Lowry was limited to just 13 points on 2 - of - 11 shooting from the field and 8 - of - 8 from the free - throw line . Luis Scola was the only other starter with more than 10 points , as he finished with 20 points on 8 - of - 16 shooting and eight rebounds in 31 minutes . The Raptors shot just 37 percent from the field and 24 percent from three - point range . Los Angeles ( 6 - 7 ) has now won four of their last five games . J. J. Redick was the high - point man with 17 , in 29 minutes . DeAndre Jordan had a double - double with 13 points and 15 rebounds , along with one assist , five blocks and one steal , in 39 minutes . The Clippers will look to bounce back when they visit the Los Angeles Lakers ( 1 - 8 ) on Monday .",sys4,"The Toronto Raptors ( 9 - 6 ) defeated the LA Clippers ( 6 - 7 ) 91 - 80 . DeMarre Carroll scored 21 points ( 8 - 13 FG , 2 - 3 3PT , 3 - 4 FT ) to go with 5 rebounds . DeMar DeRozan scored 21 points ( 4 - 16 FG , 0 - 2 3PT , 13 - 14 FT ) to go with 6 rebounds . Luis Scola scored 20 points ( 8 - 16 FG , 1 - 3 3PT , 3 - 3 FT ) to go with 8 rebounds . JJ Redick scored 17 points ( 5 - 13 FG , 3 - 6 3PT , 4 - 5 FT ) to go with 4 rebounds . Kyle Lowry scored 13 points ( 2 - 11 FG , 1 - 4 3PT , 8 - 8 FT ) to go with 3 rebounds . DeAndre Jordan scored 13 points ( 6 - 9 FG , 0 - 0 3PT , 1 - 4 FT ) to go with 15 rebounds . The Toronto Raptors ' next game will be at home against the Dallas Mavericks, while the LA Clippers will travel to play the Bulls .",sys1
390#3#2,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Wednesday at the Staples Center in LA . The Raptors got off to a quick start in this one , out - scoring the Clippers 33 - 23 in the first quarter and never looked back . The Raptors were the superior shooters in this game , going 37 percent from the field and 24 percent from the three - point line , while the Clippers went 39 percent from the floor and just 22 percent from beyond the arc . The Raptors were led by DeMar DeRozan , who finished with 21 points ( 4 - 16 FG , 0 - 2 3Pt , 13 - 14 FT ) , six rebounds and three blocked shots . He 's now averaging 14 points and 5 rebounds on the year . J.J. Redick had 17 points ( 5 - 13 FG , 3 - 6 3Pt , 4 - 5 FT ) , four rebounds and two blocked shots in 29 minutes . The Raptors ' next game will be at home against the Los Angeles Lakers on Friday , while the Clippers will be at home against the Los Angeles Clippers on Friday . The Raptors will be at home against the Portland Trail Blazers on Friday , while the Clippers will travel to Los Angeles to square off against the Lakers on Friday in the second half of a back - to - back , as their next game will be on the road against the Dallas Mavericks on Wednesday .",sys3,"The Los Angeles Clippers ( 6 - 7 ) defeated the Toronto Raptors ( 9 - 6 ) 91 - 91 on Monday at the Staples Center in Los Angeles . The Raptors got off to a quick start in this one , out - scoring the Raptors 33 - 23 right away in the first quarter . The Clippers were the superior shooters in this one , going 37 percent from the field and 22 percent from the three - point line , while the Clippers went 39 percent from the floor and 24 percent from deep . The Raptors also secured a 46 - 46 rebounding advantage . The Raptors were led by the duo of DeMar DeRozan and DeMar DeRozan . Lowry went 5 - for - 11 from the field and 1 - for - 4 from the three - point line to score 21 points , while also adding 10 assists and three steals . He 's had a nice two - game stretch , combining for 36 points and 11 assists over that span . The only other starter to reach double figures in points was Luis Scola , who came off the bench for 20 points ( 8 - 16 FG , 1 - 3 3Pt , 6 - 7 FT ) and eight rebounds in 31 minutes . It was his second double - double in a row , a stretch where he 's averaging 19 points and 10 rebounds . The Clippers also received a nice contribution from their bench , with both Josh Smith and Jamal Crawford reaching double figures in points . Smith finished with 13 points ( 6 - 9 FG , 1 - 3 3Pt ) and 15 rebounds , while Paul Pierce added eight points ( 3 - 6 FG , 2 - 5 3Pt ) and two blocked shots . The Clippers ' next game will be on the road against the Detroit Pistons on Friday , while the Raptors will travel to Los Angeles to play the Clippers on Wednesday .",sys2
390#2#4,"The Los Angeles Clippers ( 6 - 7 ) defeated the Toronto Raptors ( 9 - 6 ) 91 - 91 on Monday at the Staples Center in Los Angeles . The Raptors got off to a quick start in this one , out - scoring the Raptors 33 - 23 right away in the first quarter . The Clippers were the superior shooters in this one , going 37 percent from the field and 22 percent from the three - point line , while the Clippers went 39 percent from the floor and 24 percent from deep . The Raptors also secured a 46 - 46 rebounding advantage . The Raptors were led by the duo of DeMar DeRozan and DeMar DeRozan . Lowry went 5 - for - 11 from the field and 1 - for - 4 from the three - point line to score 21 points , while also adding 10 assists and three steals . He 's had a nice two - game stretch , combining for 36 points and 11 assists over that span . The only other starter to reach double figures in points was Luis Scola , who came off the bench for 20 points ( 8 - 16 FG , 1 - 3 3Pt , 6 - 7 FT ) and eight rebounds in 31 minutes . It was his second double - double in a row , a stretch where he 's averaging 19 points and 10 rebounds . The Clippers also received a nice contribution from their bench , with both Josh Smith and Jamal Crawford reaching double figures in points . Smith finished with 13 points ( 6 - 9 FG , 1 - 3 3Pt ) and 15 rebounds , while Paul Pierce added eight points ( 3 - 6 FG , 2 - 5 3Pt ) and two blocked shots . The Clippers ' next game will be on the road against the Detroit Pistons on Friday , while the Raptors will travel to Los Angeles to play the Clippers on Wednesday .",sys2,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Friday . DeMar DeRozan was just 4 - of - 16 from the floor and 0 - of - 2 from three - point range . Kyle Lowry was limited to just 13 points on 2 - of - 11 shooting from the field and 8 - of - 8 from the free - throw line . Luis Scola was the only other starter with more than 10 points , as he finished with 20 points on 8 - of - 16 shooting and eight rebounds in 31 minutes . The Raptors shot just 37 percent from the field and 24 percent from three - point range . Los Angeles ( 6 - 7 ) has now won four of their last five games . J. J. Redick was the high - point man with 17 , in 29 minutes . DeAndre Jordan had a double - double with 13 points and 15 rebounds , along with one assist , five blocks and one steal , in 39 minutes . The Clippers will look to bounce back when they visit the Los Angeles Lakers ( 1 - 8 ) on Monday .",sys4
390#4#3,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Friday . DeMar DeRozan was just 4 - of - 16 from the floor and 0 - of - 2 from three - point range . Kyle Lowry was limited to just 13 points on 2 - of - 11 shooting from the field and 8 - of - 8 from the free - throw line . Luis Scola was the only other starter with more than 10 points , as he finished with 20 points on 8 - of - 16 shooting and eight rebounds in 31 minutes . The Raptors shot just 37 percent from the field and 24 percent from three - point range . Los Angeles ( 6 - 7 ) has now won four of their last five games . J. J. Redick was the high - point man with 17 , in 29 minutes . DeAndre Jordan had a double - double with 13 points and 15 rebounds , along with one assist , five blocks and one steal , in 39 minutes . The Clippers will look to bounce back when they visit the Los Angeles Lakers ( 1 - 8 ) on Monday .",sys4,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Wednesday at the Staples Center in LA . The Raptors got off to a quick start in this one , out - scoring the Clippers 33 - 23 in the first quarter and never looked back . The Raptors were the superior shooters in this game , going 37 percent from the field and 24 percent from the three - point line , while the Clippers went 39 percent from the floor and just 22 percent from beyond the arc . The Raptors were led by DeMar DeRozan , who finished with 21 points ( 4 - 16 FG , 0 - 2 3Pt , 13 - 14 FT ) , six rebounds and three blocked shots . He 's now averaging 14 points and 5 rebounds on the year . J.J. Redick had 17 points ( 5 - 13 FG , 3 - 6 3Pt , 4 - 5 FT ) , four rebounds and two blocked shots in 29 minutes . The Raptors ' next game will be at home against the Los Angeles Lakers on Friday , while the Clippers will be at home against the Los Angeles Clippers on Friday . The Raptors will be at home against the Portland Trail Blazers on Friday , while the Clippers will travel to Los Angeles to square off against the Lakers on Friday in the second half of a back - to - back , as their next game will be on the road against the Dallas Mavericks on Wednesday .",sys3
418#0#1,"The Denver Nuggets defeated the Golden State Warriors 132 - 110 Monday at Pepsi Center . The Warriors ( 46 - 9 ) entered Wednesday 's contest without Klay Thompson ( heel ) , and the Nuggets ( 25 - 30 ) elected to take full advantage . The result was the game essentially being over by halftime , with Denver holding a convincing 25 - point advantage after the first 24 minutes of the game . In the second half , the Nuggets refused to let up , as they continued to be carried by their rising star Nikola Jokic . Jokic recorded a triple - double of 17 points , 21 rebounds and 12 assists in 36 minutes . But it did n't stop there for Denver , as three starters managed to score at least 20 points Monday night , with Juan Hernangomez scoring a game - high 27 points to go along with 10 rebounds , Will Barton scoring 24 points and Jameer Nelson adding 23 of his own . As a team , the Nuggets were simply unstoppable from behind the arc , shooting 60 percent from long range . As for Golden State , it was simply not their night in the high altitude at the Pepsi Center . Kevin Durant was remarkably efficient , scoring 25 points in 27 minutes , but it was n't nearly enough to tame the high - powered Denver offense . Steph Curry really struggled , putting together one of his worst performances of the season and finishing with just 11 points on a brutal 4 - of - 18 shooting from the field . As a team , the Warriors managed to shoot just 8 - of - 32 from behind the arc , with the starting five hitting just five of their 23 3 - point attempts . Up next , the Nuggets will look to build on this victory Wednesday against the Timberwolves , while the Warriors will look to bounce back Wednesday in a revenge game against the Kings .",sys0,"The Denver Nuggets ( 25 - 30 ) defeated the Golden State Warriors ( 46 - 9 ) 132 - 110 . Juan Hernangomez scored 27 points ( 9 - 17 FG , 6 - 10 3PT , 3 - 4 FT ) to go with 10 rebounds . Kevin Durant scored 25 points ( 10 - 16 FG , 2 - 5 3PT , 3 - 3 FT ) to go with 4 rebounds . Will Barton scored 24 points ( 9 - 19 FG , 4 - 8 3PT , 2 - 2 FT ) to go with 10 rebounds . Jameer Nelson scored 23 points ( 9 - 14 FG , 5 - 7 3PT , 0 - 0 FT ) to go with 3 rebounds . Patrick McCaw scored 19 points ( 8 - 13 FG , 1 - 5 3PT , 2 - 2 FT ) to go with 1 rebounds . Ian Clark scored 18 points ( 8 - 15 FG , 2 - 3 3PT , 0 - 0 FT ) to go with 1 rebounds . The Denver Nuggets ' next game will be at home against the Dallas Mavericks, while the Golden State Warriors will travel to play the Bulls .",sys1
418#0#2,"The Denver Nuggets defeated the Golden State Warriors 132 - 110 Monday at Pepsi Center . The Warriors ( 46 - 9 ) entered Wednesday 's contest without Klay Thompson ( heel ) , and the Nuggets ( 25 - 30 ) elected to take full advantage . The result was the game essentially being over by halftime , with Denver holding a convincing 25 - point advantage after the first 24 minutes of the game . In the second half , the Nuggets refused to let up , as they continued to be carried by their rising star Nikola Jokic . Jokic recorded a triple - double of 17 points , 21 rebounds and 12 assists in 36 minutes . But it did n't stop there for Denver , as three starters managed to score at least 20 points Monday night , with Juan Hernangomez scoring a game - high 27 points to go along with 10 rebounds , Will Barton scoring 24 points and Jameer Nelson adding 23 of his own . As a team , the Nuggets were simply unstoppable from behind the arc , shooting 60 percent from long range . As for Golden State , it was simply not their night in the high altitude at the Pepsi Center . Kevin Durant was remarkably efficient , scoring 25 points in 27 minutes , but it was n't nearly enough to tame the high - powered Denver offense . Steph Curry really struggled , putting together one of his worst performances of the season and finishing with just 11 points on a brutal 4 - of - 18 shooting from the field . As a team , the Warriors managed to shoot just 8 - of - 32 from behind the arc , with the starting five hitting just five of their 23 3 - point attempts . Up next , the Nuggets will look to build on this victory Wednesday against the Timberwolves , while the Warriors will look to bounce back Wednesday in a revenge game against the Kings .",sys0,"The Golden State Warriors defeated the host Denver Nuggets , 132 - 110 , at Pepsi Center on Wednesday . The Warriors ( 46 - 9 ) checked in to Saturday 's contest with only four road wins in 25 tries away from the Barclays Center , but the Warriors ( 46 - 9 ) were able to pull away in the end after entering the fourth quarter with a 42 - point lead . The Warriors ( 46 - 9 ) were able to pull away in the end , however , as they outscored the Nuggets ( 25 - 30 ) by a 42 - 25 margin over the final 12 minutes . The Nuggets were led by Kevin Durant , who scored a game - high 25 points on 10 - of - 16 shooting , along with five assists , four rebounds , one steal and one block , in 27 minutes . Stephen Curry followed up with 11 points , five assists , two rebounds and one steal , in 27 minutes . The only other player to score in double digits for Golden State was Ian Clark , who finished with 18 points on 8 - of - 15 shooting , in 27 minutes off the bench . The Warriors shot 49 percent from the field and 92 percent from the free throw line , while the Nuggets hit 55 percent of their attempts . The Warriors will look to get back on track as they go on to visit New Orleans on Monday .",sys2
418#0#3,"The Denver Nuggets defeated the Golden State Warriors 132 - 110 Monday at Pepsi Center . The Warriors ( 46 - 9 ) entered Wednesday 's contest without Klay Thompson ( heel ) , and the Nuggets ( 25 - 30 ) elected to take full advantage . The result was the game essentially being over by halftime , with Denver holding a convincing 25 - point advantage after the first 24 minutes of the game . In the second half , the Nuggets refused to let up , as they continued to be carried by their rising star Nikola Jokic . Jokic recorded a triple - double of 17 points , 21 rebounds and 12 assists in 36 minutes . But it did n't stop there for Denver , as three starters managed to score at least 20 points Monday night , with Juan Hernangomez scoring a game - high 27 points to go along with 10 rebounds , Will Barton scoring 24 points and Jameer Nelson adding 23 of his own . As a team , the Nuggets were simply unstoppable from behind the arc , shooting 60 percent from long range . As for Golden State , it was simply not their night in the high altitude at the Pepsi Center . Kevin Durant was remarkably efficient , scoring 25 points in 27 minutes , but it was n't nearly enough to tame the high - powered Denver offense . Steph Curry really struggled , putting together one of his worst performances of the season and finishing with just 11 points on a brutal 4 - of - 18 shooting from the field . As a team , the Warriors managed to shoot just 8 - of - 32 from behind the arc , with the starting five hitting just five of their 23 3 - point attempts . Up next , the Nuggets will look to build on this victory Wednesday against the Timberwolves , while the Warriors will look to bounce back Wednesday in a revenge game against the Kings .",sys0,"The Denver Nuggets defeated the host Juan Hernangomez 43 - 75 , in Game 1 of the Western Conference first - round playoffs Sunday at Pepsi Center . The Nuggets came into this game as a big favorite and they showed why in this matchup . In fact , the Nuggets led by 9 at times in their wire - to - wire win , as they held a double - digit lead for the final 25 - plus minutes . Defense was key for the Nuggets , as they held the Warriors to 53 percent from the field and 59 percent from three - point range . Will Barton led the team in scoring off the bench , as he dropped 24 points on 9 - of - 19 shooting and 10 - of - 19 from the free - throw line . Kevin Durant was second on the team , with 25 points on 10 - of - 16 shooting . Nikola Jokic recorded a double - double , totaling 17 points , 21 rebounds and 12 assists . Will Barton led the bench in scoring , dropping 24 points and 10 rebounds on 9 - of - 19 shooting . Stephen Curry was the only other starter in double figures , as he accumulated 11 points , two rebounds and five assists . Jamal Murray was a nice spark off the bench , providing 14 points , a rebound , four assists and two blocks . On deck for the Nuggets is a home matchup against the Portland Trail Blazers on Monday . The Nuggets ( 25 - 30 ) had to play this game without Klay Thompson ( toe ) , but they did n't have enough bullets to win this win . Kevin Durant was the player of the game , as he accumulated 25 points , four rebounds , five assists and one steal on 10 - of - 16 shooting . Jameer Nelson was a nice spark off the bench , providing 23 points , seven assists and three blocks .",sys3
418#4#0,"The Denver Nuggets defeated the Golden State Warriors , 132 - 110 , at Pepsi Center on Saturday . The Nuggets ( 25 - 30 ) came into this game as one of the best defenses in the league , but the Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - 30 lead after one quarter . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - point lead into halftime and never looked back . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) by a 42 - 27 margin over the final 12 minutes . Just , Just to the starting five , Just , Jum July from July , Jum July from July from July , Jum July and Juima July from July thanks to a pair of spectacular performances from July Jum July DonHernangomez . Will Barton led the way with a 24 - point , 10 - rebound double - double that also included seven assists and one steal . Nikola Jokic posted a 17 - point , 12 - assist double - double that also included a career - high 21 rebounds and two steals . Gary Harris was next with 16 points , two rebounds , one assist and one steal . The Nuggets ( 25 - 30 ) have now won three of their last four games , as they continue to slide down the standings . The Warriors were led by a pair of 25 - point efforts from their starting five , which he supplemented with five assists , four rebounds , a steal and a block . Kevin Durant followed with 25 points , five assists , four rebounds , a steal and a block . Patrick McCaw drew the start at point guard and registered 19 points , two assists and a rebound . Ian Clark led the bench with 18 points , a rebound , an assist and two steals . Andre Iguodala was the second unit with 15 points , a rebound , two assists and a pair of steals . The Warriors head back home to face off with the Oklahoma City Thunder on Thursday evening .",sys4,"The Denver Nuggets defeated the Golden State Warriors 132 - 110 Monday at Pepsi Center . The Warriors ( 46 - 9 ) entered Wednesday 's contest without Klay Thompson ( heel ) , and the Nuggets ( 25 - 30 ) elected to take full advantage . The result was the game essentially being over by halftime , with Denver holding a convincing 25 - point advantage after the first 24 minutes of the game . In the second half , the Nuggets refused to let up , as they continued to be carried by their rising star Nikola Jokic . Jokic recorded a triple - double of 17 points , 21 rebounds and 12 assists in 36 minutes . But it did n't stop there for Denver , as three starters managed to score at least 20 points Monday night , with Juan Hernangomez scoring a game - high 27 points to go along with 10 rebounds , Will Barton scoring 24 points and Jameer Nelson adding 23 of his own . As a team , the Nuggets were simply unstoppable from behind the arc , shooting 60 percent from long range . As for Golden State , it was simply not their night in the high altitude at the Pepsi Center . Kevin Durant was remarkably efficient , scoring 25 points in 27 minutes , but it was n't nearly enough to tame the high - powered Denver offense . Steph Curry really struggled , putting together one of his worst performances of the season and finishing with just 11 points on a brutal 4 - of - 18 shooting from the field . As a team , the Warriors managed to shoot just 8 - of - 32 from behind the arc , with the starting five hitting just five of their 23 3 - point attempts . Up next , the Nuggets will look to build on this victory Wednesday against the Timberwolves , while the Warriors will look to bounce back Wednesday in a revenge game against the Kings .",sys0
